Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
ERR164528_2	49.35194186563275	49.0	95.95960338272073	9.090909090909092	37134842.0
ERR164529_1	50.25518554157387	50.0	95.42311313941606	18.181818181818183	37614769.0
ERR164529_2	49.830358368544516	50.0	95.50085502864152	9.090909090909092	37610436.0
ERR164530_1	42.460983721736056	49.0	95.51485862301965	9.090909090909092	27152617.0
ERR164530_2	41.93633688443038	49.0	95.59400745452795	9.090909090909092	27092527.0
ERR164531_1	45.542513557333244	49.0	95.64465019792392	9.090909090909092	31557074.0
ERR164531_2	45.00231363878772	49.0	96.0206910677005	9.090909090909092	31345120.0
ERR164532_1	55.93472301705166	49.0	95.64923125017124	18.181818181818183	33396105.0
ERR164532_2	55.34496943439141	49.0	96.12759511545532	18.181818181818183	33255505.0
ERR164533_1	48.48372691930488	50.0	95.5929198999172	9.090909090909092	37225180.0
ERR164533_2	47.87083148582052	50.0	96.00467497046527	9.090909090909092	37006437.0
ERR164534_1	47.688481219998515	49.0	95.63947133996182	9.090909090909092	33668064.0
ERR164534_2	46.75433058617049	49.0	96.02955738034154	9.090909090909092	33520156.0
ERR164535_1	49.29572781654746	49.0	93.78774258469265	9.090909090909092	16315642.0
ERR164535_2	47.19869658543646	49.0	94.7580859148042	9.090909090909092	15805169.0
ERR164536_1	50.58998050283232	49.0	95.5493951079519	18.181818181818183	37061737.0
ERR164536_2	49.947372237774644	49.0	96.02129460762059	9.090909090909092	36814954.0
ERR164537_1	42.13442544778177	48.0	94.67975954802314	18.181818181818183	26328251.0
ERR164537_2	42.1207262843205	48.0	94.952920324118	9.090909090909092	26669300.0
ERR164538_1	48.80112946947733	49.0	94.51681288246617	18.181818181818183	33126949.0
ERR164538_2	48.85449399648321	49.0	94.82272473817473	9.090909090909092	33520351.0
ERR164539_1	45.76809396100649	48.0	94.42599536608503	18.181818181818183	48545129.0
ERR164539_2	45.48279865236672	48.0	94.59293288577425	9.090909090909092	48935363.0
ERR164540_1	51.200005832148946	48.0	94.495844223233	27.27272727272727	44436819.0
ERR164540_2	51.017757792692805	48.0	94.63788896871365	18.181818181818183	44773074.0
ERR164541_1	47.634038014233525	49.0	94.31666321305256	18.181818181818183	43543757.0
ERR164541_2	47.16674623433315	49.0	94.35102206075051	9.090909090909092	43721178.0
ERR164542_1	46.116908880808985	48.0	94.27674528435523	18.181818181818183	47051201.0
ERR164542_2	45.829221611275706	48.0	94.46257231314011	9.090909090909092	47389036.0
ERR164543_1	45.35381733114583	48.0	93.70501386801486	9.090909090909092	40369152.0
ERR164543_2	44.75986254173584	48.0	93.41583498813166	9.090909090909092	40504432.0
ERR164544_1	51.400555052045775	50.0	93.67536605355996	18.181818181818183	41914563.0
ERR164544_2	50.91769665516057	50.0	93.302873125931	18.181818181818183	41990850.0
ERR164545_1	47.30394974539266	48.0	93.90166785957572	9.090909090909092	48288118.0
ERR164545_2	46.87846411288346	48.0	93.62906492685184	9.090909090909092	48456038.0
ERR164546_1	48.450322381565606	48.0	93.75379588828748	9.090909090909092	35356217.0
ERR164546_2	47.350041430932954	48.0	93.31747494392219	9.090909090909092	35389218.0
ERR164547_1	41.915646004451155	48.0	93.91063505174434	9.090909090909092	34458074.0
ERR164547_2	41.09869645413693	48.0	93.36414347578452	9.090909090909092	34229832.0
ERR164548_1	45.4503837610786	48.0	93.95375143846466	9.090909090909092	36831805.0
ERR164548_2	44.77486628579087	48.0	93.58026885370917	9.090909090909092	36806113.0
ERR164549_1	45.38346964103299	48.0	93.83151579211085	9.090909090909092	43092466.0
ERR164549_2	45.284776490526305	48.0	93.56438394724645	9.090909090909092	43227126.0
ERR164550_1	39.146165490076946	47.0	90.40374483968812	9.090909090909092	33955312.0
ERR164550_2	40.72560220681499	47.0	92.41227194381217	18.181818181818183	33342167.0
ERR164551_1	43.69967197436103	47.0	90.7600306652287	9.090909090909092	47125688.0
ERR164551_2	45.13272212236319	47.0	92.51159434344706	18.181818181818183	45783360.0
ERR164552_1	47.356611462678146	47.0	90.42288618786587	9.090909090909092	36546235.0
ERR164552_2	48.90978116387325	47.0	92.41393237277977	18.181818181818183	35633758.0
ERR164554_1	42.789280741321164	47.0	91.12544382043373	9.090909090909092	35129917.0
ERR164554_2	44.33942959746834	47.0	93.05880154078368	18.181818181818183	34392109.0
ERR164556_1	40.93009329530499	47.0	91.46961990882319	9.090909090909092	40752906.0
ERR164556_2	42.731408590724385	47.0	93.73741597368945	18.181818181818183	40285596.0
ERR164558_1	38.943141004008766	47.0	91.50163758523875	9.090909090909092	33423909.0
ERR164558_2	41.02766703427996	47.0	93.91262175742338	18.181818181818183	33280825.0
ERR164559_1	38.14498809199299	46.0	91.49175090544283	9.090909090909092	40350974.0
ERR164559_2	39.64156256438813	46.0	93.72743771874681	18.181818181818183	39926581.0
ERR164560_1	38.71555332203366	47.0	91.97182336670073	18.181818181818183	33166702.0
ERR164560_2	31.169477821170474	46.0	90.107792676763	18.181818181818183	27562429.0
ERR164561_1	42.745512105339536	46.0	92.17384348066832	18.181818181818183	30947321.0
ERR164561_2	34.52549368362358	46.0	90.43602115632629	18.181818181818183	26035333.0
ERR164563_1	46.37122500138039	49.0	91.07604159177681	18.181818181818183	35774764.0
ERR164563_2	38.385885661296804	48.0	89.08625727337628	18.181818181818183	29627403.0
ERR164565_1	38.32614910705661	47.0	91.46108497087084	18.181818181818183	34883425.0
ERR164565_2	30.571733445288757	47.0	90.75517402185648	18.181818181818183	28747366.0
ERR164566_1	39.2486248589873	47.0	91.5379052093335	18.181818181818183	34068101.0
ERR164566_2	31.54188003539025	47.0	90.91639166292843	18.181818181818183	28099315.0
ERR164567_1	42.6495605067548	47.0	91.72558891305677	18.181818181818183	39602620.0
ERR164567_2	34.68735357033597	47.0	91.09850240161158	18.181818181818183	32730938.0
ERR164568_1	43.22485190858003	47.0	91.43110049015125	18.181818181818183	35918913.0
ERR164568_2	35.140931313112205	47.0	90.88388985992151	18.181818181818183	29624820.0
ERR164569_1	45.6706316712709	49.0	91.10548461034907	18.181818181818183	33173332.0
ERR164569_2	37.38345830324299	48.0	90.45103421674438	18.181818181818183	27216587.0
ERR164570_1	39.581842025133355	48.0	91.29738611974207	18.181818181818183	29801939.0
ERR164570_2	32.11190342345964	47.0	90.73075506771738	18.181818181818183	24625288.0
ERR164571_1	42.885136404777604	48.0	93.61394547520739	18.181818181818183	33477468.0
ERR164571_2	35.13951510995959	47.0	90.44818208441666	18.181818181818183	27962327.0
ERR164573_1	37.54669698851624	47.0	93.71775710432475	18.181818181818183	31408826.0
ERR164573_2	30.794947632466545	46.0	90.58966669762904	18.181818181818183	26472989.0
ERR164574_1	39.70902650155931	47.0	93.86664097598286	18.181818181818183	37497380.0
ERR164574_2	32.482152174168405	46.0	90.74827503837237	18.181818181818183	31338958.0
ERR164577_1	48.923094737134434	49.0	91.77119014585982	9.090909090909092	46492377.0
ERR164577_2	31.619166637874358	48.0	88.35339851611538	9.090909090909092	30271491.0
ERR164578_1	44.8262217727163	49.0	91.37098206927017	9.090909090909092	45663897.0
ERR164578_2	28.32381647287393	48.0	87.92541132312127	9.090909090909092	29939236.0
ERR164579_1	42.92183910684595	48.0	91.842822397854	9.090909090909092	44871406.0
ERR164579_2	26.641539681197926	47.0	88.35694562479009	9.090909090909092	29436999.0
ERR164580_1	44.95034973056163	48.0	93.08588626598744	18.181818181818183	47779234.0
ERR164580_2	36.59639150596515	47.0	90.40645947231614	18.181818181818183	38959653.0
ERR164582_1	52.41606040129892	48.0	92.9504233187894	27.27272727272727	50969507.0
ERR164582_2	43.56129293805901	48.0	90.24428626776717	18.181818181818183	41503520.0
ERR164583_1	49.32686761271208	49.0	93.60860419924495	9.090909090909092	45851100.0
ERR164583_2	41.46947764905685	48.0	90.38211725370014	18.181818181818183	38249181.0
ERR164584_1	47.164312653832475	49.0	93.68665090795169	9.090909090909092	46542289.0
ERR164584_2	39.76831065014559	49.0	90.74487160971842	18.181818181818183	39177498.0
ERR164585_1	42.656391235253544	48.0	93.89476394130251	9.090909090909092	38723229.0
ERR164585_2	35.84965755089934	47.0	90.84519536580707	18.181818181818183	32541416.0
ERR164587_1	63.243754673984576	50.0	91.2301565627259	9.090909090909092	41461529.0
ERR164587_2	39.64102788566951	49.0	87.65976575703982	9.090909090909092	26909496.0
ERR164588_1	50.765611163798845	50.0	94.45090042215143	9.090909090909092	20986545.0
ERR164588_2	48.7653669727021	50.0	93.8778499115423	9.090909090909092	20750030.0
ERR164589_1	66.38018004515934	50.0	95.17337643777041	18.181818181818183	101901961.0
ERR164589_2	64.83878718117629	50.0	94.42694978918792	18.181818181818183	101823149.0
ERR164590_1	55.917532639943545	50.0	96.01514307901527	18.181818181818183	24443906.0
ERR164590_2	54.39092990094602	50.0	95.019378905241	18.181818181818183	24467120.0
ERR164591_1	48.820190234784434	50.0	95.62315791295046	9.090909090909092	38259389.0
ERR164591_2	47.26256156022354	50.0	94.60254182111888	9.090909090909092	38311744.0
ERR164593_1	53.08815460932885	49.0	95.95598045194438	18.181818181818183	37833328.0
ERR164593_2	51.798777397677746	49.0	95.04082737246834	18.181818181818183	37816100.0
ERR164594_1	54.85574351764569	51.0	95.73805517109051	18.181818181818183	33313244.0
ERR164594_2	52.36885846828794	51.0	94.58321079472508	18.181818181818183	33205181.0
ERR164595_1	50.237512544342664	49.0	92.70588877635747	27.27272727272727	49433105.0
ERR164595_2	47.62197418447591	49.0	92.04425384622276	18.181818181818183	48666188.0
ERR164597_1	47.34815858730482	49.0	92.81756005340063	18.181818181818183	30827355.0
ERR164597_2	37.52319445267355	48.0	90.13446573008389	18.181818181818183	24879737.0
ERR164599_1	49.05161983339755	48.0	92.70820605842434	18.181818181818183	32329297.0
ERR164599_2	40.547624483049795	47.0	90.28257432661826	18.181818181818183	26412173.0
ERR164600_1	56.82439118304839	48.0	93.11491527185876	27.27272727272727	85738987.0
ERR164600_2	54.59251731545538	48.0	92.32557780854219	27.27272727272727	85234851.0
ERR164601_1	48.24270203086647	48.0	93.13543828793051	18.181818181818183	54064254.0
ERR164601_2	46.381868618433074	48.0	92.46741621954064	18.181818181818183	53956078.0
ERR164602_1	50.059056228059085	47.0	92.65643510143869	27.27272727272727	50455949.0
ERR164602_2	48.77858671713485	47.0	92.2287777563375	18.181818181818183	51211998.0
ERR164603_1	46.38952402317587	48.0	92.68294529471329	18.181818181818183	55793072.0
ERR164603_2	45.10018872716961	48.0	92.06292930450061	18.181818181818183	56365441.0
ERR164604_1	45.05251279304968	48.0	92.44204468261051	18.181818181818183	45583505.0
ERR164604_2	43.5602298183799	48.0	91.76421305258253	18.181818181818183	46017560.0
ERR164605_1	46.996501123252045	47.0	92.46646953732922	18.181818181818183	47865698.0
ERR164605_2	45.72387013061208	47.0	91.99630068809303	18.181818181818183	48331691.0
ERR164606_1	45.82532681329271	48.0	94.81854149206036	9.090909090909092	59973016.0
ERR164606_2	44.52828911729526	48.0	93.76604450213414	9.090909090909092	60066962.0
ERR164607_1	45.84375650415298	47.0	94.60101832315992	9.090909090909092	56602464.0
ERR164607_2	44.36462073070474	47.0	93.62877299834877	9.090909090909092	56801741.0
ERR164608_1	49.25120617818758	48.0	94.54580011642511	9.090909090909092	55683865.0
ERR164608_2	47.60273088794883	48.0	93.47629344713286	9.090909090909092	55709660.0
ERR164609_1	57.63188402231873	48.0	94.2035030388202	18.181818181818183	52387601.0
ERR164609_2	55.95640835430986	48.0	93.40729918175101	18.181818181818183	52363157.0
ERR164610_1	45.747955887260176	48.0	90.41393100805739	18.181818181818183	49691020.0
ERR164610_2	46.816474716598	48.0	93.8036784988633	9.090909090909092	50468848.0
ERR164611_1	46.8304730317224	48.0	90.41545574764228	18.181818181818183	57500473.0
ERR164611_2	47.80758766615437	48.0	93.82798799442855	9.090909090909092	58450862.0
ERR164612_1	48.33875243200158	48.0	90.44020755042092	18.181818181818183	51042055.0
ERR164612_2	49.79520439394223	48.0	93.93949310570694	9.090909090909092	51904234.0
ERR164613_1	48.56657444431115	48.0	90.56528420275754	18.181818181818183	61143513.0
ERR164613_2	49.63354455383162	48.0	94.00417845844397	9.090909090909092	62187049.0
ERR164614_1	49.33489705129119	48.0	95.40147323897658	9.090909090909092	54104732.0
ERR164614_2	48.319110091534014	48.0	94.53910838617657	9.090909090909092	54216185.0
ERR164615_1	49.56778705284785	48.0	95.62217083998486	9.090909090909092	59452452.0
ERR164615_2	48.1958666789197	48.0	94.6874584614839	9.090909090909092	59547144.0
ERR164616_1	48.45135811974243	48.0	95.46402164936025	9.090909090909092	58027396.0
ERR164616_2	47.252431930332975	48.0	94.52946672582381	9.090909090909092	58150200.0
ERR164617_1	46.605322957575865	48.0	95.38305888564508	9.090909090909092	50653126.0
ERR164617_2	45.21320849878134	48.0	94.44216970830767	9.090909090909092	50640208.0
ERR164618_1	50.68082947257564	49.0	94.85355873468436	27.27272727272727	46116967.0
ERR164618_2	49.18458230020414	49.0	93.62487006284093	27.27272727272727	45808682.0
ERR164619_1	53.801598479732824	50.0	94.66690372572943	27.27272727272727	61880500.0
ERR164619_2	52.79928107689214	49.0	93.41527490372238	36.36363636363637	61686451.0
ERR164620_1	57.535373887684884	48.0	94.87247560017836	18.181818181818183	55674075.0
ERR164620_2	56.56533587807751	48.0	93.75724098275187	27.27272727272727	55546880.0
ERR164621_1	53.476266082074204	48.0	94.92379381456107	18.181818181818183	61174155.0
ERR164621_2	52.3978923257192	48.0	93.7692750193846	27.27272727272727	61129731.0
ERR164622_1	42.18132338574916	48.0	94.8818258738727	9.090909090909092	31712771.0
ERR164622_2	35.80253651154702	47.0	91.54981029669311	18.181818181818183	27525614.0
ERR164623_1	43.47795783132674	48.0	94.87451108354765	9.090909090909092	32144807.0
ERR164623_2	36.71186607997111	47.0	91.50298533476585	18.181818181818183	27872586.0
ERR164624_1	40.76878341347442	49.0	94.5038460614877	9.090909090909092	38478844.0
ERR164624_2	33.20302522881681	48.0	90.91395261358865	18.181818181818183	33347788.0
ERR164625_1	41.14626481525148	48.0	94.91009404153246	9.090909090909092	32909821.0
ERR164625_2	34.637575474868726	47.0	91.6088226614809	18.181818181818183	28604203.0
ERR164626_1	39.64445125896757	48.0	94.8287782536685	9.090909090909092	32684207.0
ERR164626_2	33.093764451234506	47.0	91.51491128456904	18.181818181818183	28425720.0
ERR164627_1	39.591286383631775	46.0	95.17086659047222	9.090909090909092	35286910.0
ERR164627_2	33.23637577676945	46.0	91.95273730524397	18.181818181818183	30753092.0
ERR164628_1	43.922445676734434	48.0	95.01104673839808	9.090909090909092	34449897.0
ERR164628_2	37.60368638608658	47.0	91.67323395823364	18.181818181818183	30259760.0
ERR164629_1	37.92984932883968	48.0	95.11675003701674	9.090909090909092	30135014.0
ERR164629_2	31.956713288452605	47.0	91.82317416820429	18.181818181818183	26425449.0
ERR164630_1	41.75703085976431	48.0	95.19333421515614	9.090909090909092	30164790.0
ERR164630_2	35.484618099186775	47.0	91.91315287956422	18.181818181818183	26542089.0
ERR164631_1	61.06800843167315	48.0	95.03978622012662	18.181818181818183	33730397.0
ERR164631_2	52.66923631014537	47.0	91.85301938364968	27.27272727272727	29690745.0
ERR164632_1	40.51180898943974	48.0	95.27232592750649	9.090909090909092	33255886.0
ERR164632_2	33.93906989637905	47.0	92.09244203857205	18.181818181818183	29313460.0
ERR164633_1	48.463574595617246	48.0	95.01842106256208	9.090909090909092	36304909.0
ERR164633_2	41.489986480829934	48.0	91.69103201862289	18.181818181818183	31919424.0
ERR164634_1	38.62018299376763	48.0	91.44479498222675	18.181818181818183	30109292.0
ERR164634_2	31.570185868896502	48.0	89.50103929290881	18.181818181818183	24892405.0
TCGA-38-4625-11A_1	29.809847101651812	51.0	47.820452212164575	9.090909090909092	83780453.0
TCGA-38-4625-11A_2	30.0112399437308	51.0	47.71168465162962	9.090909090909092	82686205.0
TCGA-38-4626-11A_1	32.28979636648076	51.0	47.81865134452323	9.090909090909092	88658788.0
TCGA-38-4626-11A_2	35.5502444659768	51.0	47.70975034414772	9.090909090909092	87569227.0
TCGA-38-4627-11A_1	24.08369789409494	50.0	47.81403501170225	18.181818181818183	54235295.0
TCGA-38-4627-11A_2	25.446749705721487	50.0	47.70492516908727	9.090909090909092	53602647.0
TCGA-38-4632-11A_1	21.760211006053282	50.0	47.889102166438754	9.090909090909092	35374875.0
TCGA-38-4632-11A_2	19.429850955434986	50.0	46.49053114895421	18.181818181818183	35032075.0
TCGA-44-2655-11A_1	30.73394805257162	51.0	47.838667646903275	9.090909090909092	88340576.0
TCGA-44-2655-11A_2	30.267675902764893	50.0	47.71700993043765	9.090909090909092	86631630.0
TCGA-44-2657-11A_1	23.973919305402504	51.0	47.815856425320625	9.090909090909092	56383591.0
TCGA-44-2657-11A_2	21.181675397979546	51.0	47.36639352131797	18.181818181818183	55391266.0
TCGA-44-2661-11A_1	26.718609460906222	51.0	47.8387759855284	9.090909090909092	62590992.0
TCGA-44-2661-11A_2	25.28072118464553	51.0	47.04817579520574	18.181818181818183	61975251.0
